county_name,state_name,age_pct_65_older,age_pct_under_18,age_pct_under_5,edu_bachelors_pct,edu_hs_or_higher_pct,employment_nonemployer_estab,ethnicity_native_pct,ethnicity_asian_pct,ethnicity_black_pct,ethnicity_hispanic_pct,ethnicity_pacific_islander_pct,ethnicity_two_or_more_pct,ethnicity_white_pct,Ethnicities.White Alone	  not Hispanic or Latino,housing_homeownership_pct,housing_households,housing_units,housing_median_value,housing_persons_per_hh,income_median_household,income_per_capita,misc_foreign_born_pct,misc_land_area_sqmi,misc_lang_noneng_pct,misc_same_house_1yr_pct,misc_manuf_shipments,misc_mean_travel_time_min,misc_pct_female,misc_veterans,population_2020,population_2010,population_density,sales_food_services,sales_retail,firms_total,firms_women_owned,firms_men_owned,firms_minority_owned,firms_nonminority_owned,firms_veteran_owned,firms_nonveteran_owned,county_clean
Catahoula Parish,LA,17.9,21.2,5.6,13.8,74.3,615.0,0.6,0.1,30.7,1.7,0.0,1.1,67.6,66.1,80.2,3364,5043.0,89000.0,2.52,40129,22412,0.5,708.03,1.1,84.9,1901186.0,27.9,47.3,369.0,8906,10407,14.7,61451.5,66634.0,727,239,340,112,595,51,650,Catahoula
Catawba County,NC,18.3,21.9,5.6,22.6,85.9,10790.0,0.6,4.5,8.9,10.1,0.1,2.0,83.9,74.9,69.4,62319,69865.0,143600.0,2.49,52056,28224,6.8,398.72,13.3,87.3,5850929.0,22.6,51.1,9646.0,160610,154358,387.1,290679.0,2607313.0,13973,4269,7886,1320,11944,1241,11730,Catawba
Catoosa County,GA,18.2,22.6,5.3,21.4,87.5,4334.0,0.4,1.4,2.9,3.2,0.2,1.9,93.1,90.5,74.0,24778,27735.0,144300.0,2.67,56235,27308,2.3,162.16,3.9,87.1,554410.0,24.4,51.5,4306.0,67872,63942,394.3,87504.0,687430.0,4866,1431,2673,195,4393,521,3872,Catoosa
Catron County,NM,43.3,11.7,2.5,15.7,94.1,370.0,4.0,0.3,0.8,19.0,0.0,3.0,91.9,74.9,87.7,1325,3413.0,175400.0,2.57,41910,21989,2.5,6923.69,15.1,93.5,268581.0,12.9,46.8,514.0,3579,3725,0.5,1707.0,10664.0,340,121,131,40,271,0,301,Catron
Cattaraugus County,NY,19.7,21.9,5.5,19.1,88.8,3778.0,3.6,0.8,1.5,2.1,0.0,2.2,91.9,90.4,71.7,31779,41746.0,88100.0,2.34,48703,25822,1.9,1308.35,4.7,89.4,1558645.0,22.1,50.3,5930.0,77042,80317,61.4,128626.0,1091488.0,5322,1554,3084,279,4792,526,4496,Cattaraugus
Cavalier County,ND,27.4,22.6,7.2,19.5,91.9,392.0,1.9,0.4,0.4,1.4,0.1,1.4,95.8,94.5,80.7,1737,2360.0,104500.0,2.13,64798,43457,1.5,1488.75,3.3,89.0,3057.0,14.6,48.6,256.0,3704,3993,2.7,8750.0,125663.0,631,105,361,0,602,50,475,Cavalier
Cayuga County,NY,19.8,19.5,5.0,22.6,87.8,4211.0,0.5,0.7,4.4,3.1,0.1,2.2,92.1,89.9,71.3,31221,37247.0,128000.0,2.34,58377,30509,2.2,691.58,4.6,86.9,1065669.0,23.5,48.7,5254.0,76248,80026,115.7,89502.0,874692.0,4971,1511,3040,188,4563,439,4210,Cayuga
Cecil County,MD,16.2,22.5,5.7,23.9,89.5,5609.0,0.4,1.4,7.3,4.7,0.1,2.5,88.3,84.6,73.0,37058,42745.0,242700.0,2.73,76887,34810,3.7,346.27,5.5,89.3,1989298.0,29.9,50.5,7060.0,103725,101108,292.0,154123.0,1146349.0,6663,2409,3332,695,5660,443,5763,Cecil
Cedar County,IA,20.3,22.0,5.3,22.2,95.6,1321.0,0.2,0.6,0.6,2.3,0.1,1.3,97.2,95.1,81.2,7391,8271.0,156000.0,2.45,67795,32268,1.2,579.44,1.7,91.8,254991.0,25.3,50.2,1431.0,18505,18499,31.9,20428.0,208061.0,1894,769,777,28,1799,237,1463,Cedar
Cedar County,MO,23.7,24.1,6.8,13.6,87.7,1164.0,0.9,0.4,0.5,2.5,0.0,2.0,96.1,94.2,70.7,5842,7266.0,98900.0,2.37,39365,22623,1.4,474.48,2.5,86.3,149130.0,25.6,50.2,1280.0,14188,13982,29.5,11000.0,104927.0,1255,284,704,28,1139,127,1006,Cedar
Cedar County,NE,22.0,25.2,6.4,21.0,92.5,773.0,0.7,0.2,0.3,2.4,-1.0,0.9,97.9,95.9,80.5,3506,4167.0,121300.0,2.38,61869,30163,0.5,740.31,1.3,90.6,231681.5,17.0,49.1,565.0,8380,8852,12.0,2207.0,111037.0,1095,339,487,38,1010,100,938,Cedar
Centre County,PA,14.9,14.8,3.8,45.5,94.3,10321.0,0.2,6.4,3.8,3.0,0.1,1.7,87.9,85.4,61.5,58201,67398.0,234900.0,2.46,60403,30753,8.7,1109.92,12.1,76.3,1053482.0,20.4,47.4,7964.0,158172,153990,138.7,288988.0,1748674.0,12182,3436,7216,749,10863,1055,10278,Centre
Cerro Gordo County,IA,22.3,20.8,5.4,23.6,92.7,2842.0,0.4,1.1,2.1,5.1,0.2,1.8,94.4,89.9,69.1,19241,22369.0,128600.0,2.16,53963,32757,2.4,568.31,3.8,88.0,1361658.0,16.9,51.0,2812.0,43127,44151,77.7,20428.0,956539.0,4385,1518,2147,142,4002,319,3757,Cerro Gordo
Chaffee County,CO,26.0,15.1,3.7,33.8,93.5,2622.0,1.5,0.9,1.8,10.0,0.1,1.8,93.9,85.2,77.8,8231,11498.0,357800.0,2.21,55771,29827,3.8,1013.4,6.8,88.7,25293.0,19.2,47.0,1760.0,19476,17809,17.6,58868.0,249260.0,2847,945,1208,118,2526,282,2292,Chaffee
Chambers County,AL,20.2,20.8,5.7,13.3,81.6,2108.0,0.3,1.1,40.2,2.6,0.0,1.3,57.0,55.1,67.5,13448,17009.0,97100.0,2.46,42289,22729,1.8,596.53,2.4,89.9,474018.0,23.7,52.2,2102.0,34772,34215,57.4,30302.0,281987.0,2812,1143,1504,1107,1635,335,2389,Chambers
Chambers County,TX,12.0,27.8,7.0,22.7,88.5,3016.0,1.1,1.3,8.3,23.8,0.1,1.6,87.6,65.6,82.9,14069,16823.0,200400.0,2.92,91141,35916,7.7,597.14,17.9,91.8,575658.0,29.0,49.5,2313.0,46571,35096,58.8,48708.0,283230.0,2595,825,1347,605,1901,359,2080,Chambers
Champaign County,IL,13.3,18.7,5.4,45.0,95.0,12462.0,0.4,10.9,13.8,6.3,0.1,3.0,71.8,66.6,53.0,82369,94690.0,162100.0,2.36,52797,30578,12.2,996.27,17.6,78.8,3024563.0,17.7,50.3,8590.0,205865,201081,201.8,437503.0,2472708.0,14046,5022,7296,2587,10803,1012,12308,Champaign
Champaign County,OH,18.5,22.3,5.5,16.1,91.2,2344.0,0.4,0.5,2.1,1.7,0.0,2.3,94.6,93.2,73.2,15159,16848.0,132800.0,2.51,60112,27722,1.0,428.67,1.5,84.7,1387046.0,25.3,50.1,2706.0,38714,40097,93.5,29916.0,271252.0,3276,1078,1818,92,3088,272,2898,Champaign
Chariton County,MO,24.3,22.8,5.9,17.2,90.7,658.0,0.5,0.3,2.4,0.9,-1.0,1.3,95.5,94.8,78.3,2686,4149.0,87900.0,2.7,46738,23903,0.5,751.18,0.8,93.8,468824.0,24.7,50.1,536.0,7408,7831,10.4,2999.0,103704.0,814,260,300,26,758,85,698,Chariton
Charles City County,VA,25.5,14.7,3.7,14.7,79.7,410.0,6.7,0.6,44.4,1.8,0.1,3.4,44.8,43.6,83.9,2896,3391.0,167900.0,2.42,57198,35304,1.9,182.82,3.1,93.2,476138.5,33.8,51.5,561.0,6773,7256,39.7,44317.0,14698.0,460,102,278,148,272,67,351,Charles City
Charles County,MD,12.9,23.8,5.9,28.9,93.2,11889.0,0.8,3.4,50.1,6.3,0.1,4.0,41.6,37.2,76.9,56520,61838.0,313300.0,2.78,100003,41717,6.3,457.75,8.2,89.2,84000.0,45.0,51.8,16132.0,166617,146551,320.2,390891.0,2245020.0,10920,4220,5526,5024,5464,1487,8861,Charles
Charles Mix County,SD,18.6,29.8,8.7,18.6,88.5,704.0,32.7,0.3,0.6,3.7,0.0,3.5,63.0,62.1,70.9,3166,3928.0,116700.0,2.86,50481,22347,0.4,1097.49,6.1,90.6,109693.0,12.0,49.6,553.0,9373,9129,8.3,19767.0,99849.0,731,204,324,105,574,73,563,Charles Mix
Charleston County,SC,17.0,19.4,5.7,43.6,91.7,41296.0,0.4,1.8,26.3,5.3,0.1,1.7,69.6,65.2,61.6,159195,195149.0,315600.0,2.45,64022,39914,5.4,916.09,6.9,84.5,5668149.0,23.9,51.7,28941.0,408235,350209,382.3,1639955.0,6707726.0,40742,14464,21522,7135,31968,4592,33678,Charleston
Charlevoix County,MI,25.1,18.5,4.4,31.1,94.0,2645.0,1.7,0.6,0.5,2.2,0.1,1.9,95.2,93.5,80.9,11503,17853.0,166300.0,2.25,55760,33620,1.8,416.34,2.9,89.2,728370.0,20.2,50.5,1926.0,26054,25949,62.3,61872.0,196794.0,3323,847,2015,104,3097,519,2612,Charlevoix
Charlotte County,FL,40.8,11.8,2.9,23.4,90.6,14383.0,0.4,1.4,5.9,7.7,0.1,1.6,90.6,83.8,79.7,76891,107124.0,195400.0,2.31,51499,32144,10.9,680.28,10.2,85.9,90411.0,24.8,51.3,22735.0,186847,159978,235.2,219151.0,2091301.0,13023,3829,7488,1953,10514,1488,10610,Charlotte
Charlotte County,VA,22.6,20.9,5.6,10.9,83.2,670.0,0.4,0.3,27.6,2.3,0.0,1.8,69.9,68.3,71.3,4661,6348.0,111900.0,2.55,40573,22018,0.8,475.27,2.1,93.2,74806.0,32.8,50.4,826.0,11529,12586,26.5,4461.0,56529.0,684,276,352,134,522,140,513,Charlotte
Charlottesville city,VA,11.3,15.6,5.0,54.9,91.1,1479.0,0.2,7.1,18.8,5.5,0.1,2.9,70.6,65.7,42.8,18617,11797.5,299600.0,2.37,59471,38328,12.2,10.24,15.7,71.3,98699.0,17.0,51.6,1677.0,46553,43475,4246.3,293264.0,747946.0,5935,2093,2995,762,4756,471,4912,Charlottesville
Charlton County,GA,15.8,18.3,5.0,8.8,74.1,507.0,2.6,0.8,30.2,5.4,0.1,1.9,64.4,60.2,71.3,3675,4564.0,83300.0,3.22,41961,18323,9.1,773.58,10.1,87.3,554410.0,32.0,41.6,985.0,12518,12171,15.7,7288.0,58806.0,489,148,303,90,366,48,406,Charlton
Chase County,KS,25.9,19.7,4.5,25.5,91.8,232.0,0.8,0.3,1.2,4.8,-1.0,1.9,95.8,91.3,80.7,1051,1491.0,103600.0,2.42,45353,23055,1.8,773.06,3.5,90.6,328053.5,21.2,48.6,189.0,2572,2790,3.6,13223.0,15990.0,281,32,206,0,268,26,245,Chase
Chase County,NE,21.3,24.8,6.4,21.0,88.1,457.0,0.5,0.2,0.7,14.8,-1.0,0.9,97.7,83.6,75.6,1679,1971.0,133300.0,2.21,57009,30080,6.5,894.42,11.7,90.5,231681.5,12.8,50.9,236.0,3893,3966,4.4,4370.0,92252.0,496,136,269,0,462,0,434,Chase
Chatham County,GA,16.0,20.8,6.1,33.6,89.9,22971.0,0.4,2.9,41.2,6.7,0.1,2.3,53.0,47.8,54.7,108568,127433.0,194500.0,2.55,56842,32229,6.3,426.44,10.4,77.8,554410.0,22.1,52.0,22982.0,295291,265128,621.7,1024669.0,4256416.0,23884,9572,11800,8180,14563,2774,19626,Chatham
Chatham County,NC,25.0,19.9,4.8,42.4,88.9,6553.0,1.2,2.2,12.4,12.1,0.1,1.9,82.2,72.1,76.4,29033,33711.0,281700.0,2.43,67031,40967,9.2,682.19,14.4,90.6,487407.0,29.8,52.2,4394.0,76285,63505,93.1,91329.0,583012.0,6478,2299,3368,767,5523,666,5569,Chatham
Chattahoochee County,GA,4.9,22.6,8.8,29.5,94.3,275.0,1.4,2.9,19.4,16.9,1.2,4.7,70.3,57.0,24.6,2570,3335.0,71300.0,2.79,47096,23769,4.5,248.74,14.0,55.0,554410.0,12.9,36.0,767.0,9565,11267,45.3,2034.0,22726.0,443,222,155,173,233,100,279,Chattahoochee
Chattooga County,GA,17.6,22.4,6.0,8.9,73.8,1420.0,0.5,0.6,9.8,5.5,0.3,2.1,86.8,82.5,68.2,9260,11051.0,72200.0,2.49,36807,18715,2.9,313.34,4.7,87.7,403861.0,26.9,49.0,1352.0,24965,26015,83.0,17368.0,157984.0,1772,472,1133,216,1485,142,1491,Chattooga
Chautauqua County,KS,27.8,19.8,4.7,15.9,86.6,279.0,5.1,0.2,1.4,4.0,0.1,4.8,88.4,85.7,77.7,1456,2137.0,49500.0,2.24,40298,22962,0.7,638.88,1.1,92.1,24655.0,21.2,49.1,279.0,3379,3669,5.7,13223.0,20019.0,482,122,230,0,397,69,382,Chautauqua
Chautauqua County,NY,20.7,20.2,5.4,22.2,88.8,7046.0,0.7,0.7,2.8,7.8,0.1,2.2,93.6,87.1,69.3,53075,67774.0,88000.0,2.31,46820,26165,2.2,1060.23,7.9,87.8,5107494.0,17.9,50.7,8231.0,127657,134905,127.2,208720.0,1437908.0,8974,2757,5183,426,8085,903,7382,Chautauqua
Chaves County,NM,16.1,26.0,6.5,18.0,78.2,3038.0,2.4,1.2,2.4,57.8,0.3,1.8,91.9,37.9,68.9,23284,27480.0,108700.0,2.7,43359,22041,12.6,6065.28,34.2,83.8,770192.0,18.8,50.3,3590.0,65157,65645,10.8,107807.0,895096.0,4211,1362,2074,1311,2647,425,3371,Chaves
Cheatham County,TN,15.5,21.8,5.6,21.0,87.0,3628.0,0.6,0.4,2.1,3.4,0.1,1.7,95.1,92.2,77.0,15089,16717.0,187400.0,2.64,61913,27893,2.7,302.44,4.1,88.4,820245.0,33.4,50.5,2569.0,41072,39105,129.3,26011.0,225775.0,3536,1007,2160,213,3263,446,2939,Cheatham
Cheboygan County,MI,28.1,16.2,4.1,20.7,90.1,2000.0,3.0,0.4,0.7,1.5,0.1,2.8,92.9,91.8,82.4,11195,18651.0,130900.0,2.24,48044,26393,1.5,715.26,3.3,88.2,57112.0,26.4,50.1,2317.0,25579,26152,36.6,67384.0,310230.0,2626,876,1359,108,2400,358,2077,Cheboygan
Chelan County,WA,19.6,23.2,6.1,25.8,82.6,4952.0,2.0,1.2,0.9,28.2,0.3,2.4,93.2,67.6,64.4,28384,38644.0,292900.0,2.64,58795,30870,12.9,2920.53,26.1,87.4,572589.0,19.2,49.9,4837.0,79074,72453,24.8,197158.0,1004501.0,6263,1805,2782,710,5216,427,5302,Chelan
Chemung County,NY,19.5,21.2,5.5,23.3,90.3,3867.0,0.4,1.5,6.5,3.2,0.0,3.3,88.3,86.1,68.3,33989,39082.0,105800.0,2.36,54940,28778,3.0,407.35,4.4,88.9,1246970.0,19.9,50.5,5993.0,84148,88830,218.1,154458.0,1174752.0,4666,1877,2246,491,3858,490,3793,Chemung
Chenango County,NY,20.9,20.6,5.3,18.7,88.1,2700.0,0.4,0.6,1.0,2.3,0.0,1.5,96.4,94.5,74.5,20697,25961.0,98400.0,2.28,52002,27708,1.6,893.55,3.5,87.9,1661388.0,24.6,49.9,3493.0,47220,50477,56.5,34655.0,512817.0,3265,1075,1791,84,3050,252,2809,Chenango
Cherokee County,AL,23.5,18.9,4.6,12.8,81.6,1686.0,0.7,0.4,4.1,1.7,0.0,1.6,93.2,91.7,77.3,10737,16715.0,123400.0,2.39,41919,24301,0.9,553.7,1.5,90.5,367956.0,29.5,50.7,1883.0,24971,25989,46.9,17160.0,200191.0,1555,589,840,68,1430,125,1332,Cherokee
Cherokee County,GA,14.5,23.9,5.7,38.2,92.1,26324.0,0.5,2.1,7.7,11.1,0.1,2.2,87.4,77.8,76.8,88137,97492.0,253500.0,2.79,82740,36503,8.8,421.67,12.1,87.9,1027814.0,35.4,50.8,14018.0,266620,214346,508.3,281690.0,2271598.0,22221,7466,12755,3678,17945,2132,19205,Cherokee
Cherokee County,IA,24.7,21.6,5.5,22.2,93.1,835.0,0.5,0.6,1.2,4.1,0.2,1.0,96.5,92.8,74.6,5319,5775.0,106700.0,2.04,56550,32999,1.6,576.91,2.7,89.6,653316.0,16.6,50.0,854.0,11658,12072,20.9,11585.0,145554.0,1235,434,650,0,1159,108,1025,Cherokee
Cherokee County,KS,19.7,22.8,5.7,19.6,89.9,1097.0,4.4,0.5,0.9,2.7,0.5,4.2,89.5,87.5,72.7,7929,9891.0,82500.0,2.51,43175,22615,1.1,587.57,2.1,88.9,452814.0,20.0,50.6,1206.0,19362,21603,36.8,13223.0,125422.0,1517,502,757,84,1342,150,1288,Cherokee
Cherokee County,NC,30.5,16.5,4.2,19.0,87.2,2292.0,1.6,0.7,1.6,3.3,0.1,2.5,93.6,91.1,79.0,12471,18595.0,159100.0,2.21,41438,23902,2.7,455.43,3.3,88.1,317132.0,25.7,51.3,2820.0,28774,27444,60.3,40981.0,363600.0,2696,788,1581,133,2440,244,2329,Cherokee
Cherokee County,OK,17.0,21.7,5.6,26.3,86.5,2869.0,36.4,1.0,1.4,7.3,0.1,9.6,51.5,47.1,68.4,16665,22400.0,118000.0,2.8,42774,22161,3.5,749.41,8.0,84.2,15141.0,24.3,51.2,3398.0,47078,46987,62.7,53061.0,390596.0,3625,1216,1893,1352,2070,415,2940,Cherokee
Cherokee County,SC,17.1,22.9,5.9,14.2,80.3,2584.0,0.5,0.6,20.6,4.6,0.1,1.7,76.4,72.6,68.9,20699,24849.0,101500.0,2.71,36883,21152,2.4,392.66,4.2,88.6,3050569.0,23.2,51.4,3209.0,56216,55342,140.9,73430.0,800563.0,3165,1116,1665,713,2205,493,2398,Cherokee
Cherokee County,TX,17.9,25.3,6.9,17.2,79.0,3357.0,1.7,0.6,14.5,23.8,0.1,2.0,81.2,60.0,71.9,18138,21420.0,102900.0,2.7,48186,22391,10.9,1052.91,20.2,88.0,458470.0,25.1,49.0,2874.0,50412,50845,48.3,39399.0,383209.0,3496,1261,1778,642,2679,279,2978,Cherokee
Cherry County,NE,22.1,23.5,7.0,22.9,95.0,590.0,6.8,0.5,0.5,3.3,0.0,3.1,89.1,87.4,61.3,2537,3279.0,116000.0,2.23,56651,29415,1.5,5960.42,1.3,87.3,5072.0,13.6,49.0,415.0,5455,5713,1.0,13976.0,87324.0,711,241,306,0,671,44,615,Cherry
Chesapeake city,VA,13.0,24.2,6.3,33.2,92.1,1479.0,0.2,3.2,30.0,6.2,0.1,4.0,61.1,57.4,71.4,84849,11797.5,273700.0,2.76,78640,35536,5.9,340.8,8.3,85.5,1504214.0,26.7,51.1,26832.0,249422,222209,652.0,447563.0,4114946.0,16220,5751,8748,5419,9981,2502,12772,Chesapeake
Cheshire County,NH,20.7,17.8,4.5,33.1,93.4,5889.0,0.3,1.7,0.9,2.0,0.0,1.6,95.4,93.8,69.4,30141,35887.0,195300.0,2.37,64751,33946,3.3,706.66,2.9,84.0,1101592.0,23.2,51.0,5956.0,76458,77117,109.1,128676.0,1692504.0,7625,1869,4564,206,7057,775,6408,Cheshire
Chester County,PA,16.8,22.5,5.5,53.0,93.6,44183.0,0.3,6.1,6.2,7.6,0.1,2.0,85.3,78.8,75.0,190980,203159.0,357100.0,2.65,100214,50927,9.6,750.51,12.6,87.6,6633496.0,28.6,50.8,25402.0,534413,498886,664.7,846139.0,12474878.0,48950,13877,29578,4119,42770,4636,41788,Chester
Chester County,SC,19.2,22.4,5.7,13.4,82.1,1719.0,0.5,0.5,36.8,2.2,0.0,2.0,60.1,58.4,76.1,12653,14783.0,95600.0,2.54,42442,22324,1.3,580.66,2.7,95.4,1140650.0,27.6,51.9,1948.0,32294,33140,57.1,25502.0,234113.0,1760,659,905,600,1083,214,1430,Chester
Chester County,TN,17.3,21.8,5.3,16.0,85.2,1098.0,0.5,0.7,9.4,2.9,0.0,1.9,87.4,85.0,77.1,6060,7170.0,121900.0,2.63,51946,22629,1.7,285.74,2.3,90.9,76064.0,27.7,52.0,1052.0,17341,17131,60.0,40960.0,132948.0,1221,365,674,62,1128,28,1155,Chester
Chesterfield County,SC,19.0,21.8,5.6,10.4,76.7,2319.0,0.8,0.6,32.8,4.6,0.1,2.0,63.8,60.0,71.1,17900,21829.0,81500.0,2.52,41505,21325,2.7,799.08,3.9,90.5,1345197.0,24.8,51.4,2434.0,43273,46734,58.5,37794.0,317734.0,2740,1128,1355,664,1971,257,2370,Chesterfield
Chesterfield County,VA,15.4,23.5,6.0,40.5,92.3,24896.0,0.6,3.7,24.5,9.5,0.1,2.9,68.2,60.6,75.8,124971,134267.0,241200.0,2.72,82599,37658,8.6,423.3,11.9,87.2,3845325.0,26.6,51.8,25184.0,364548,316236,747.1,514490.0,4657329.0,23311,8455,12333,6470,15928,2847,19274,Chesterfield
Cheyenne County,CO,21.0,25.3,6.0,19.2,91.6,213.0,1.4,2.3,0.8,11.0,0.1,1.4,94.0,83.8,71.4,774,1010.0,108000.0,2.56,53977,29081,9.0,1778.28,15.5,84.1,80356.5,13.6,49.3,106.0,1748,1836,1.0,1072.0,18526.0,250,88,102,0,244,0,242,Cheyenne
Cheyenne County,KS,27.3,20.9,7.0,28.9,93.6,264.0,0.4,1.4,0.4,7.1,-1.0,0.8,97.0,90.2,80.0,1221,1500.0,78700.0,2.15,47639,29041,4.3,1019.89,8.3,92.1,328053.5,12.2,49.6,218.0,2616,2726,2.7,13223.0,17153.0,352,197,85,0,329,0,328,Cheyenne
Cheyenne County,NE,20.6,22.8,5.8,25.4,93.6,692.0,1.0,1.0,0.7,7.9,0.1,1.7,95.5,88.6,66.6,4395,5024.0,103000.0,2.16,53871,31294,1.5,1196.29,3.1,86.4,120822.0,13.7,49.8,720.0,9468,9998,8.4,28122.0,1081569.0,1021,348,459,75,912,121,852,Cheyenne
Chickasaw County,IA,21.2,23.4,6.1,17.2,92.8,890.0,0.1,0.4,0.8,2.9,0.0,0.9,97.8,95.3,80.7,5173,5697.0,119100.0,2.29,60034,31095,1.7,504.38,5.8,91.7,712404.0,19.7,49.7,830.0,12012,12439,24.7,8515.0,116900.0,1064,249,584,0,1021,61,913,Chickasaw
Chickasaw County,MS,17.5,24.9,6.9,12.4,75.4,1127.0,0.4,0.5,44.6,5.4,0.0,1.7,52.7,48.7,69.7,6476,7637.0,66500.0,2.58,36548,19926,2.0,501.78,3.5,91.1,483799.0,24.5,50.6,361.0,17106,17392,34.7,26152.0,153356.0,1352,417,759,324,976,165,1096,Chickasaw
Chicot County,AR,21.1,21.9,5.5,15.9,80.8,556.0,0.5,0.7,54.6,5.9,0.0,1.1,43.0,38.5,61.8,4068,5427.0,69700.0,2.43,34147,20232,2.3,644.3,6.7,84.3,602802.0,19.6,49.6,468.0,10208,11800,18.3,7536.0,75895.0,722,269,366,207,460,80,581,Chicot
Childress County,TX,15.9,19.0,4.6,18.3,82.0,382.0,1.0,0.8,10.8,31.7,0.0,1.5,85.8,55.4,59.9,2407,2856.0,85500.0,2.39,43181,21233,10.1,696.41,23.4,89.2,575658.0,15.8,38.7,326.0,6664,7041,10.1,16613.0,90442.0,580,140,371,116,445,122,408,Childress
Chilton County,AL,17.1,23.8,6.1,12.7,81.8,2873.0,0.6,0.5,10.3,8.2,0.2,1.4,87.1,79.9,74.5,16927,20056.0,107300.0,2.58,47468,24658,4.6,692.85,7.5,89.9,287155.0,32.1,50.9,2543.0,45014,43643,63.0,35354.0,442751.0,3130,930,1961,296,2750,231,2817,Chilton
Chippewa County,MI,18.8,17.8,4.6,21.2,90.0,1932.0,16.3,0.9,7.0,2.0,0.1,5.3,70.5,69.2,67.4,13999,21518.0,119100.0,2.43,46486,25086,2.9,1558.42,3.2,82.5,90140.0,17.9,44.6,3127.0,36785,38520,24.7,136272.0,454116.0,2352,696,1250,345,1823,244,1936,Chippewa
Chippewa County,MN,21.8,24.1,6.9,19.0,89.4,823.0,1.5,1.1,0.9,8.1,1.4,1.8,93.3,86.0,66.7,5209,5709.0,119700.0,2.24,55269,30772,5.9,581.12,8.3,86.3,358491.0,18.2,49.9,766.0,12598,12441,21.4,14073.0,198890.0,1138,293,593,0,1062,74,945,Chippewa
Chippewa County,WI,18.4,21.9,5.5,21.0,92.8,4066.0,0.6,1.5,1.8,1.9,0.1,1.3,94.7,93.3,73.1,25601,28860.0,167400.0,2.39,59742,29991,1.5,1008.37,3.1,86.5,1930526.0,22.8,48.0,4457.0,66297,62415,61.9,70027.0,1064917.0,5234,1563,2713,141,4882,445,4442,Chippewa
Chisago County,MN,15.8,22.7,5.9,21.5,94.6,3756.0,0.8,1.4,1.4,2.4,0.0,1.6,94.8,92.8,86.4,20242,22393.0,231500.0,2.64,83464,35021,1.9,414.86,3.0,86.9,552884.0,33.0,48.5,3714.0,56621,53887,129.9,38159.0,469214.0,4935,1390,2528,184,4623,541,4142,Chisago
Chittenden County,VT,15.6,17.4,4.6,51.3,94.4,15230.0,0.2,4.6,2.5,2.5,0.0,2.3,90.3,88.3,62.4,66160,71291.0,297900.0,2.31,73647,39062,9.0,536.58,10.3,79.6,3388030.0,21.6,51.1,7760.0,168323,156545,291.7,459913.0,2959434.0,18690,6079,10164,826,16728,2155,15287,Chittenden
Choctaw County,AL,23.6,19.7,5.3,11.9,81.4,745.0,0.2,0.2,41.7,1.0,-1.0,0.7,57.1,56.3,80.9,5300,7413.0,74100.0,2.4,35892,22308,0.6,913.5,1.6,89.9,778187.0,34.5,52.8,889.0,12665,13859,15.2,7598.0,99968.0,1233,323,754,321,870,291,869,Choctaw
Choctaw County,MS,22.3,21.4,5.2,19.1,80.5,678.0,0.4,0.4,29.7,1.6,0.0,1.4,68.1,67.1,78.6,3228,4230.0,81400.0,2.51,36777,22257,0.1,418.18,0.4,91.2,56825.0,32.5,51.2,398.0,8246,8547,20.4,26152.0,25113.0,802,303,366,184,575,101,612,Choctaw
Choctaw County,OK,21.1,24.2,7.0,13.4,82.2,941.0,18.5,0.5,10.6,4.8,0.1,7.5,62.8,60.0,69.3,5971,7624.0,96800.0,2.45,34489,21277,1.2,770.36,3.8,85.5,460737.5,23.6,52.0,1004.0,14204,15205,19.7,18076.0,118812.0,1042,349,555,285,698,136,824,Choctaw
Chouteau County,MT,21.2,22.5,4.7,28.3,92.6,378.0,19.1,0.4,0.2,2.9,0.1,1.7,78.4,76.8,63.8,2274,2963.0,143200.0,2.49,42298,23769,1.9,3972.49,2.0,87.6,5915.0,18.8,49.8,383.0,5895,5813,1.5,11457.0,46849.0,403,121,243,0,376,36,332,Chouteau
Chowan County,NC,25.3,19.9,5.0,21.7,86.8,1010.0,0.5,0.8,34.4,3.7,0.2,1.5,62.6,59.8,66.7,6133,7327.0,131100.0,2.25,46519,26256,2.3,172.47,2.2,90.7,451182.0,29.5,52.4,1055.0,13708,14793,85.8,19059.0,119177.0,1459,464,768,182,1216,244,1117,Chowan
Christian County,IL,20.2,20.1,5.1,17.1,89.7,1728.0,0.3,0.6,1.6,1.7,0.0,1.2,96.2,94.8,75.1,13901,15600.0,90900.0,2.24,52834,27361,1.2,709.38,2.3,89.6,741144.5,24.4,49.1,2689.0,34032,34800,49.1,33982.0,410288.0,2480,756,1139,54,2278,187,2064,Christian
Christian County,KY,12.7,27.1,9.5,18.1,85.6,3690.0,0.7,1.5,22.1,8.1,0.3,3.6,71.8,65.2,48.1,25721,29987.0,117400.0,2.52,43919,23021,2.9,717.5,9.8,76.3,1894832.0,16.9,47.0,5858.0,72748,73955,103.1,35974.5,1019897.0,4350,1464,2082,718,3340,400,3534,Christian
Christian County,MO,16.1,25.1,6.2,28.6,92.0,7243.0,0.7,0.7,0.9,3.1,0.1,2.0,95.6,92.9,74.2,31645,35314.0,169000.0,2.69,60645,28216,2.0,562.65,3.6,87.7,274873.0,25.8,51.0,6418.0,88842,77422,137.6,73435.0,696800.0,7334,1876,4131,327,6795,674,6295,Christian
